annee;etablissement;academie;domaine;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
2019;Aix-Marseille;Aix-Marseille;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;148.0;77.0;11.0;86.0;;;84.0;55.0;90.0;1740.0;27200.0;32.0;8.3;1890.0;50.0;52.0;62.0;1370.0;2330.0
2019;Caen Normandie;Normandie;Droit, économie et gestion;Droit;30 mois après le diplôme;;39.0;76.0;7.0;95.0;;;86.0;78.0;89.0;2030.0;31700.0;38.0;6.9;1890.0;64.0;56.0;71.0;1480.0;2310.0
2019;Caen Normandie;Normandie;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;36.0;85.0;6.0;81.0;;;84.0;53.0;91.0;1700.0;26500.0;38.0;6.9;1890.0;48.0;40.0;63.0;1480.0;2310.0
2019;Dijon - Bourgogne;Dijon;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;34.0;69.0;6.0;91.0;;;83.0;63.0;97.0;1710.0;26700.0;33.0;6.2;1860.0;40.0;40.0;63.0;1440.0;2250.0
2019;Dijon - Bourgogne;Dijon;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;32.0;52.0;7.0;97.0;;;100.0;64.0;100.0;2000.0;31200.0;33.0;6.2;1860.0;80.0;53.0;37.0;1440.0;2250.0
2019;Brest - Bretagne occidentale;Rennes;Droit, économie et gestion;Droit;18 mois après le diplôme;;47.0;79.0;9.0;89.0;;;88.0;60.0;100.0;1760.0;27500.0;35.0;5.8;1840.0;48.0;53.0;68.0;1420.0;2240.0
2019;Toulouse - Jean Jaures;Toulouse;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;105.0;78.0;21.0;96.0;;;85.0;68.0;78.0;1560.0;24300.0;43.0;8.8;1850.0;51.0;61.0;76.0;1380.0;2260.0
2019;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;47.0;86.0;14.0;67.0;;;74.0;45.0;88.5;1690.0;26350.0;42.0;6.6;1820.0;54.0;35.0;70.0;1380.0;2220.0
2019;Montpellier 3 - Paul-Valéry;Montpellier;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;281.0;77.0;64.0;87.0;;;78.0;65.0;82.0;1700.0;26500.0;56.0;8.8;1850.0;52.0;50.0;75.0;1380.0;2260.0
2019;Montpellier;Montpellier;Droit, économie et gestion;Gestion;30 mois après le diplôme;;355.0;77.0;35.0;95.0;;;95.0;91.0;99.0;2250.0;35100.0;32.0;8.8;1850.0;59.0;49.0;58.0;1380.0;2260.0
2019;Rennes 2;Rennes;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;91.0;79.0;19.0;80.0;;;67.0;44.0;87.0;1640.0;25500.0;46.0;5.8;1840.0;42.0;65.0;69.0;1420.0;2240.0
2019;Lorraine;Nancy-Metz;Droit, économie et gestion;Droit;30 mois après le diplôme;;74.0;65.0;7.0;96.0;;;92.0;86.0;100.0;2300.0;35900.0;35.0;7.3;1880.0;74.0;47.0;68.0;1440.0;2280.0
2019;Artois;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;83.0;86.0;33.0;88.0;;;100.0;85.0;98.0;2060.0;32100.0;30.0;8.9;1900.0;85.0;23.0;17.0;1460.0;2310.0
2019;Clermont Auvergne;Clermont-Ferrand;Masters enseignement;Masters enseignement;18 mois après le diplôme;;119.0;76.0;100.0;96.0;;;91.0;84.0;92.0;1750.0;27400.0;24.0;6.4;1920.0;86.0;45.0;69.0;1470.0;2360.0
2019;Clermont Auvergne;Clermont-Ferrand;Droit, économie et gestion;Droit;30 mois après le diplôme;;58.0;77.0;12.0;94.0;;;94.0;73.0;98.0;1860.0;29000.0;36.0;6.4;1920.0;67.0;33.0;73.0;1470.0;2360.0
2019;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;47.0;67.0;11.0;100.0;;;100.0;89.0;100.0;2150.0;33500.0;30.0;6.4;1920.0;95.0;53.0;31.0;1470.0;2360.0
2020;Montpellier 3 - Paul-Valéry;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;59.0;63.0;14.0;81.0;74;69;79.0;73.0;100.0;1800.0;28100.0;50.32;8.6;1890.0;52.0;52.0;66.0;1420.0;2290.0
2020;Montpellier;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;546.0;74.0;56.0;95.0;92;81;92.0;88.0;99.0;2300.0;35900.0;30.34;8.6;1890.0;70.0;52.0;56.0;1420.0;2290.0
2020;Rennes 1;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;320.0;87.0;43.0;91.0;85;78;97.0;74.0;97.0;2110.0;33000.0;29.98;5.8;1880.0;78.0;60.0;40.0;1460.0;2280.0
2020;Grenoble Alpes;Grenoble;Droit, économie et gestion;Droit;30 mois après le diplôme;;75.0;77.0;7.0;93.0;89;84;90.0;59.0;95.0;2110.0;32900.0;32.56;6.1;1980.0;56.0;43.0;62.0;1510.0;2390.0
2020;Saint-Etienne - Jean Monnet;Lyon;Droit, économie et gestion;Droit;18 mois après le diplôme;;32.0;63.0;12.0;91.0;88;85;88.0;71.0;97.0;1920.0;29900.0;29.13;6.1;1980.0;57.0;26.0;69.0;1510.0;2390.0
2020;Nantes;Nantes;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;48.0;70.0;8.0;100.0;100;90;98.0;96.0;98.0;2440.0;38100.0;33.9;5.7;1910.0;98.0;25.0;12.0;1490.0;2290.0
2020;Angers;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;263.0;72.0;60.0;92.0;89;80;90.0;87.0;99.0;2000.0;31200.0;39.82;5.7;1910.0;67.0;70.0;72.0;1490.0;2290.0
2020;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;163.0;76.0;41.0;97.0;92;83;74.0;62.0;97.0;1830.0;28600.0;43.46;7.0;1930.0;39.0;42.0;64.0;1490.0;2300.0
2020;Lorraine;Nancy-Metz;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;78.0;71.0;8.0;88.0;80;76;97.0;83.0;97.0;2000.0;31200.0;34.5;7.0;1930.0;71.0;41.0;59.0;1490.0;2300.0
2020;Lorraine;Nancy-Metz;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;89.0;72.0;10.0;97.0;92;42;100.0;98.0;100.0;2990.0;46600.0;34.5;7.0;1930.0;91.0;68.0;15.0;1490.0;2300.0
2013;Évry-Val d'Essonne;Versailles;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;34.0;75.0;10.0;79.0;;;84.0;53.0;91.0;1700.0;26500.0;18.0;8.8;2070.0;48.0;40.0;69.0;1630.0;2580.0
2013;Université Sorbonne Paris Nord;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;31.0;54.0;10.0;94.0;;;87.0;54.0;87.0;2000.0;31200.0;31.0;8.8;2070.0;70.0;49.0;45.0;1630.0;2580.0
2014;Aix-Marseille;Aix-Marseille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;261.0;71.0;18.0;82.0;;;79.0;62.0;91.0;1600.0;25000.0;33.0;11.0;1830.0;50.0;49.0;67.0;1420.0;2210.0
2014;Caen Normandie;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;317.0;74.0;54.0;93.0;;;76.0;63.0;97.0;1750.0;27300.0;27.0;9.6;1810.0;45.0;46.0;61.0;1470.0;2160.0
2014;Caen Normandie;Normandie;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;85.0;86.0;12.0;77.0;;;79.0;32.0;74.0;1500.0;23400.0;27.0;9.6;1810.0;61.0;46.0;78.0;1470.0;2160.0
2014;Brest - Bretagne occidentale;Rennes;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;43.0;89.0;8.0;74.0;;;81.0;25.0;94.0;1700.0;26500.0;38.0;8.1;1750.0;51.0;68.0;65.0;1420.0;2080.0
2014;Toulouse 3 - Paul Sabatier;Toulouse;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;48.0;81.0;8.0;92.0;;;100.0;91.0;100.0;2030.0;31700.0;41.0;11.2;1780.0;88.0;36.0;35.0;1400.0;2110.0
2014;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;48.0;81.0;14.0;88.0;;;83.0;64.0;88.0;1620.0;25200.0;34.0;9.0;1750.0;42.0;51.0;83.0;1390.0;2060.0
2014;Bordeaux;Bordeaux;Droit, économie et gestion;Gestion;18 mois après le diplôme;;200.0;71.0;23.0;90.0;;;80.0;71.0;97.0;1900.0;29600.0;27.0;9.0;1750.0;56.0;58.0;52.0;1390.0;2060.0
2014;Angers;Nantes;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;35.0;64.0;7.0;86.0;;;70.0;87.0;93.0;1635.0;25600.0;38.0;8.0;1760.0;36.0;49.0;80.0;1430.0;2060.0
2016;Lyon 3 - Jean Moulin;Lyon;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;88.0;64.0;11.0;84.0;;;82.0;80.0;95.0;1700.0;26500.0;23.0;7.5;1800.0;42.0;54.0;80.0;1450.0;2120.0
2016;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;104.0;78.0;11.0;89.0;;;90.0;66.0;89.0;1750.0;27300.0;23.0;7.5;1800.0;64.0;32.0;57.0;1450.0;2120.0
2016;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;214.0;80.0;20.0;88.0;;;88.0;36.0;92.0;1840.0;28700.0;24.0;7.6;1980.0;66.0;35.0;65.0;1550.0;2420.0
2016;Paris René Descartes;Paris;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;31.0;69.0;8.0;94.0;;;92.0;58.5;96.0;1800.0;28100.0;23.0;7.6;1980.0;63.0;54.0;48.0;1550.0;2420.0
2016;Sorbonne Université;Paris;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;73.0;56.0;12.0;95.0;;;99.0;96.0;99.0;2750.0;42900.0;23.0;7.6;1980.0;97.0;15.0;9.0;1550.0;2420.0
2016;Rouen;Normandie;Droit, économie et gestion;Gestion;30 mois après le diplôme;;80.0;63.0;26.0;99.0;;;79.0;86.0;97.0;2170.0;33800.0;34.0;8.6;1810.0;55.0;55.0;55.0;1460.0;2100.0
2016;Rouen;Normandie;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;52.0;77.0;14.0;88.0;;;91.0;46.0;88.0;1600.0;25000.0;34.0;8.6;1810.0;72.0;29.0;66.0;1460.0;2100.0
2016;Le Havre;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;89.0;57.0;66.0;89.0;;;76.0;71.0;96.0;2000.0;31300.0;41.0;8.6;1810.0;38.0;50.0;60.0;1460.0;2100.0
2016;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;131.0;75.0;23.0;95.0;;;98.0;89.0;97.0;2310.0;36000.0;15.0;7.6;1980.0;80.0;21.0;24.0;1550.0;2420.0
2016;Avignon;Aix-Marseille;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;31.0;83.0;18.0;71.0;;;92.0;58.5;96.0;1800.0;28100.0;45.0;10.2;1800.0;63.0;54.0;36.0;1410.0;2140.0
2016;La Réunion;La Réunion;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;30.0;71.0;23.0;69.0;;;94.0;76.0;97.0;2000.0;31200.0;44.0;8.6;1830.0;72.0;49.0;32.0;1460.0;2180.0
2017;Aix-Marseille;Aix-Marseille;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;66.0;71.0;4.0;88.0;;;83.0;64.0;89.0;1820.0;28400.0;33.0;9.1;1840.0;50.0;35.0;76.0;1400.0;2220.0
2017;La Rochelle;Poitiers;Masters enseignement;Masters enseignement;18 mois après le diplôme;;36.0;69.0;100.0;100.0;;;97.0;97.0;100.0;1750.0;27300.0;8.0;7.4;1760.0;97.0;34.0;76.0;1370.0;2100.0
2017;Bordeaux;Bordeaux;Masters enseignement;Masters enseignement;18 mois après le diplôme;;279.0;80.0;100.0;96.0;;;93.0;85.0;92.0;1700.0;26500.0;15.0;7.4;1760.0;83.0;31.0;77.0;1370.0;2100.0
2013;Strasbourg;Strasbourg;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;91.0;73.0;11.0;77.0;;;68.0;61.0;81.0;1600.0;25000.0;23.0;10.1;1810.0;51.0;52.0;72.0;1470.0;2130.0
2015;Strasbourg;Strasbourg;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;39.0;75.0;4.0;93.0;;;88.0;15.0;80.0;1710.0;26700.0;26.0;8.6;1800.0;66.0;88.0;44.0;1430.0;2120.0
2015;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;74.0;74.0;16.0;95.0;;;96.0;82.0;96.0;2050.0;32000.0;27.0;7.6;1825.0;77.0;50.0;42.0;1460.0;2180.0
2015;Lyon 2 - Lumière;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;65.0;68.0;100.0;100.0;;;82.0;77.0;90.0;1790.0;28000.0;24.0;7.6;1825.0;77.0;35.0;71.0;1460.0;2180.0
2015;Le Mans;Nantes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;45.0;77.0;28.0;84.0;;;93.0;78.0;95.0;1950.0;30400.0;39.0;7.3;1760.0;72.0;56.0;29.0;1430.0;2070.0
2015;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Droit;30 mois après le diplôme;;32.0;95.0;7.0;97.0;;;87.0;84.0;100.0;1950.0;30400.0;31.0;7.6;1825.0;48.0;45.0;71.0;1460.0;2180.0
2012;La Réunion;La Réunion;Masters enseignement;Masters enseignement;18 mois après le diplôme;;83.0;74.0;100.0;93.0;;;86.0;81.0;75.0;2530.0;39500.0;54.0;8.3;1820.0;81.0;10.0;86.0;1450.0;2180.0
2013;Aix-Marseille;Aix-Marseille;Droit, économie et gestion;Droit;30 mois après le diplôme;;188.0;73.0;16.0;88.0;;;80.0;72.0;92.0;1840.0;28800.0;30.0;11.4;1840.0;48.0;55.0;68.0;1430.0;2210.0
2013;Strasbourg;Strasbourg;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;43.0;70.0;5.0;81.0;;;76.0;46.0;87.0;1700.0;26500.0;23.0;10.1;1810.0;36.0;22.0;83.0;1470.0;2130.0
2013;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;105.0;77.0;12.0;86.0;;;90.0;52.0;97.0;1880.0;29400.0;21.0;8.8;2070.0;61.0;24.0;69.0;1630.0;2580.0
2013;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;173.0;48.0;88.0;84.0;;;93.0;62.0;98.0;2210.0;34400.0;10.0;8.8;2070.0;89.0;26.0;58.0;1630.0;2580.0
2013;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;324.0;55.0;71.0;85.0;;;89.0;63.0;96.0;1950.0;30400.0;7.0;8.8;2070.0;62.0;19.0;65.0;1630.0;2580.0
2013;Amiens - Picardie Jules-Verne;Amiens;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;90.0;61.0;30.0;91.0;;;90.0;59.0;77.0;1810.0;28200.0;27.0;12.4;1830.0;69.0;38.0;54.0;1480.0;2160.0
2014;Strasbourg;Strasbourg;Droit, économie et gestion;Droit;18 mois après le diplôme;;114.0;77.0;13.0;84.0;;;77.0;66.0;91.0;1780.0;27700.0;26.0;9.4;1800.0;53.0;53.0;68.0;1430.0;2130.0
2014;Lyon 2 - Lumière;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;47.0;82.0;100.0;91.0;;;87.0;69.0;80.0;1750.0;27300.0;30.0;8.2;1830.0;80.0;11.0;93.0;1470.0;2180.0
2014;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;209.0;72.0;33.0;91.0;;;76.0;53.0;92.0;1700.0;26600.0;29.0;8.2;1830.0;48.0;50.0;55.0;1470.0;2180.0
2014;Lyon 3 - Jean Moulin;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;47.0;76.0;6.0;81.0;;;89.0;66.0;97.0;2000.0;31200.0;26.0;8.2;1830.0;68.0;63.0;48.0;1470.0;2180.0
2014;Le Mans;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;63.0;76.0;45.0;94.0;;;66.0;84.0;98.0;1730.0;27000.0;43.0;8.0;1760.0;32.0;46.0;61.0;1430.0;2060.0
2014;Poitiers;Poitiers;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;32.0;67.0;6.0;85.0;;;94.0;57.5;67.0;1700.0;26700.0;40.0;9.0;1750.0;86.0;37.0;75.0;1390.0;2060.0
2015;Nice - Sophia-Antipolis;Nice;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;66.0;71.0;11.0;99.0;;;100.0;97.0;100.0;2400.0;37400.0;33.0;10.3;1830.0;98.0;25.0;12.0;1410.0;2200.0
2015;Brest - Bretagne occidentale;Rennes;Droit, économie et gestion;Droit;18 mois après le diplôme;;52.0;76.0;13.0;88.0;;;68.0;36.0;91.0;1650.0;25700.0;37.0;7.4;1750.0;34.0;59.0;69.0;1420.0;2080.0
2015;Toulouse - Jean Jaures;Toulouse;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;121.0;69.0;30.0;86.0;;;56.0;49.0;76.0;1350.0;21100.0;43.0;10.5;1770.0;30.0;56.0;73.0;1400.0;2110.0
2015;Rennes 1;Rennes;Droit, économie et gestion;Droit;30 mois après le diplôme;;43.0;75.0;7.0;84.0;;;73.0;61.0;94.0;1900.0;29600.0;31.0;7.4;1750.0;54.0;50.0;52.0;1420.0;2080.0
2015;Rennes 1;Rennes;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;71.0;89.0;11.0;94.0;;;99.0;94.0;100.0;2000.0;31200.0;31.0;7.4;1750.0;95.0;26.0;11.0;1420.0;2080.0
2015;Rennes 2;Rennes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;218.0;80.0;49.0;84.0;;;89.0;55.0;85.0;1610.0;25200.0;40.0;7.4;1750.0;60.0;67.0;66.0;1420.0;2080.0
2015;Rennes 2;Rennes;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;66.0;78.0;15.0;89.0;;;96.0;60.0;64.0;1630.0;25400.0;40.0;7.4;1750.0;94.0;61.0;86.0;1420.0;2080.0
2015;Tours;Orléans-Tours;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;101.0;73.0;27.0;92.0;;;94.0;70.0;95.0;1730.0;26900.0;27.0;8.3;1830.0;60.0;67.0;58.0;1490.0;2180.0
2015;Tours;Orléans-Tours;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;48.0;79.0;13.0;92.0;;;93.0;53.0;93.0;1650.0;25700.0;27.0;8.3;1830.0;60.0;65.0;56.0;1490.0;2180.0
2015;Grenoble Alpes;Grenoble;Masters enseignement;Masters enseignement;18 mois après le diplôme;;140.0;62.0;100.0;98.0;;;99.0;97.0;92.0;1770.0;27600.0;2.0;7.6;1825.0;97.0;25.0;81.0;1460.0;2180.0
2015;Grenoble Alpes;Grenoble;Droit, économie et gestion;Droit;18 mois après le diplôme;;30.0;60.0;4.0;81.0;;;88.0;71.0;97.0;1920.0;29900.0;35.0;7.6;1825.0;57.0;45.0;63.0;1460.0;2180.0
2015;Grenoble Alpes;Grenoble;Droit, économie et gestion;Droit;30 mois après le diplôme;;30.0;60.0;4.0;83.0;;;88.0;71.0;97.0;1920.0;29900.0;35.0;7.6;1825.0;57.0;45.0;63.0;1460.0;2180.0
2015;Grenoble Alpes;Grenoble;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;109.0;66.0;12.0;80.0;;;91.0;55.0;93.0;1650.0;25700.0;35.0;7.6;1825.0;54.0;41.0;58.0;1460.0;2180.0
2015;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;290.0;69.0;30.0;90.0;;;93.0;68.0;95.0;1900.0;29600.0;35.0;7.6;1825.0;75.0;47.0;35.0;1460.0;2180.0
2015;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;124.0;63.0;70.0;93.0;;;88.0;87.0;99.0;1800.0;28100.0;41.0;10.5;1770.0;46.0;69.0;63.0;1400.0;2110.0
2015;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Gestion;30 mois après le diplôme;;40.0;72.0;19.0;95.0;;;90.0;81.0;97.0;2000.0;31200.0;23.0;8.6;1800.0;50.0;47.0;64.0;1430.0;2120.0
2015;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;297.0;48.0;69.0;91.0;;;95.0;79.0;98.0;2100.0;32800.0;9.0;7.8;2060.0;75.0;31.0;58.0;1600.0;2570.0
2015;Amiens - Picardie Jules-Verne;Amiens;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;89.0;66.0;26.0;95.0;;;92.0;85.0;99.0;2050.0;32000.0;33.0;11.1;1825.0;54.0;39.0;53.0;1475.0;2140.0
2015;Paris-Est Créteil;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;80.0;67.0;12.0;86.0;;;88.0;54.0;97.0;1900.0;29600.0;27.0;7.8;2060.0;58.0;15.0;42.0;1600.0;2570.0
2016;Aix-Marseille;Aix-Marseille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;372.0;68.0;27.0;88.0;;;89.0;68.0;94.0;1870.0;29100.0;34.0;10.2;1800.0;65.0;45.0;44.0;1410.0;2140.0
2016;Bordeaux;Bordeaux;Droit, économie et gestion;Économie;18 mois après le diplôme;;72.0;78.0;8.0;89.0;;;87.0;73.0;98.0;2120.0;33100.0;33.0;8.1;1725.0;71.0;58.0;38.0;1380.0;2025.0
2016;Bordeaux;Bordeaux;Droit, économie et gestion;Gestion;30 mois après le diplôme;;214.0;81.0;23.0;94.0;;;94.0;89.0;99.0;2000.0;31200.0;33.0;8.1;1725.0;67.0;49.0;47.0;1380.0;2025.0
2016;Montpellier;Montpellier;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;409.0;77.0;45.0;91.0;;;93.0;70.0;95.0;1830.0;28500.0;32.0;10.3;1770.0;64.0;62.0;56.0;1380.0;2060.0
2016;Rennes 1;Rennes;Droit, économie et gestion;Économie;30 mois après le diplôme;;59.0;73.0;11.0;100.0;;;100.0;64.0;95.0;1950.0;30400.0;28.0;7.2;1750.0;74.0;74.0;37.0;1405.0;2040.0
2013;Nice - Sophia-Antipolis;Nice;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;329.0;81.0;55.0;92.0;;;67.0;79.0;97.0;1980.0;30900.0;26.0;11.4;1840.0;45.0;43.0;53.0;1430.0;2210.0
2013;Artois;Lille;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;36.0;74.0;17.0;94.0;;;76.0;85.0;100.0;2000.0;31200.0;38.0;12.4;1820.0;17.0;20.0;41.0;1480.0;2120.0
2013;Clermont-Ferrand 1 - Auvergne;Clermont-Ferrand;Droit, économie et gestion;Droit;18 mois après le diplôme;;64.0;78.0;23.0;87.0;;;81.0;50.0;91.0;1500.0;23400.0;33.0;8.9;1780.0;25.0;44.0;65.0;1440.0;2070.0
2013;Clermont-Ferrand 1 - Auvergne;Clermont-Ferrand;Droit, économie et gestion;Gestion;18 mois après le diplôme;;113.0;84.0;42.0;90.0;;;94.0;74.0;97.0;1730.0;26900.0;33.0;8.9;1780.0;52.0;30.0;50.0;1440.0;2070.0
2013;Clermont-Ferrand 2 - Blaise Pascal;Clermont-Ferrand;Masters enseignement;Masters enseignement;30 mois après le diplôme;;111.0;78.0;100.0;100.0;;;96.0;93.0;94.0;1740.0;27100.0;23.0;8.9;1780.0;90.0;37.0;71.0;1440.0;2070.0
2015;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;131.0;72.0;13.0;95.0;;;99.0;85.0;99.0;2140.0;33400.0;35.0;7.6;1825.0;90.0;52.0;25.0;1460.0;2180.0
2015;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;32.0;73.0;3.0;100.0;;;97.0;97.0;100.0;2180.0;33900.0;35.0;7.6;1825.0;90.0;21.0;12.0;1460.0;2180.0
2015;Saint-Etienne - Jean Monnet;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;78.0;75.0;30.0;96.0;;;97.0;84.0;99.0;2050.0;32000.0;30.0;7.6;1825.0;49.0;26.0;57.0;1460.0;2180.0
2015;Orléans;Orléans-Tours;Masters enseignement;Masters enseignement;30 mois après le diplôme;;134.0;66.0;100.0;99.0;;;95.0;85.0;89.0;1790.0;27900.0;18.0;8.3;1830.0;85.0;16.0;89.0;1490.0;2180.0
2015;Orléans;Orléans-Tours;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;179.0;68.0;63.0;93.0;;;91.0;73.0;97.0;1900.0;29600.0;30.0;8.3;1830.0;62.0;54.0;45.0;1490.0;2180.0
2015;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Droit;30 mois après le diplôme;;40.0;70.0;15.0;92.0;;;68.0;70.0;95.0;1850.0;28900.0;38.0;8.6;1800.0;32.0;43.0;65.0;1430.0;2120.0
2015;Lorraine;Nancy-Metz;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;66.0;82.0;6.0;94.0;;;92.0;64.0;74.0;1580.0;24700.0;35.0;8.6;1800.0;83.0;40.0;89.0;1430.0;2120.0
